timeraw,date,player,change,elo,rank
1684444294,"Thursday, May 18, 2023 9:11 PM","ninicoco1#NA1",11,1069,"Gold 2"
1684450844,"Thursday, May 18, 2023 11:00 PM","pickle#169",25,1593,"Diamond 1"
1684452988,"Thursday, May 18, 2023 11:36 PM","pickle#169",21,1614,"Diamond 2"
1684455618,"Friday, May 19, 2023 12:20 AM","S is for Salt#TF77",16,1744,"Diamond 3"
1684460891,"Friday, May 19, 2023 1:48 AM","S is for Salt#TF77",23,1767,"Diamond 3"
1684460930,"Friday, May 19, 2023 1:48 AM","nzvbe#NA1",-16,1366,"Platinum 2"
1684463317,"Friday, May 19, 2023 2:28 AM","rin#jane",26,860,"Silver 3"
1684463126,"Friday, May 19, 2023 2:25 AM","S is for Salt#TF77",-15,1752,"Diamond 3"
1684463206,"Friday, May 19, 2023 2:26 AM","finx80#6969",-19,1838,"Ascendant 1"
1659329867,"Monday, August 1, 2022 4:57 AM","ayK#min",23,1797,"Diamond 3"
1659332082,"Monday, August 1, 2022 5:34 AM","ayK#min",21,1818,"Ascendant 1"
1660014026,"Tuesday, August 9, 2022 3:00 AM","ayK#min",-17,1801,"Ascendant 1"
1660016707,"Tuesday, August 9, 2022 3:45 AM","ayK#min",-14,1800,"Ascendant 1"
1672801116,"Wednesday, January 4, 2023 2:58 AM","ayK#min",-25,1775,"Diamond 3"
1684463447,"Friday, May 19, 2023 2:30 AM","nzvbe#NA1",1,1367,"Platinum 2"
1684465604,"Friday, May 19, 2023 3:06 AM","rin#jane",21,881,"Silver 3"
1684466050,"Friday, May 19, 2023 3:14 AM","S is for Salt#TF77",14,1766,"Diamond 3"
1684466050,"Friday, May 19, 2023 3:14 AM","pickle#169",17,1631,"Diamond 2"
1684468957,"Friday, May 19, 2023 4:02 AM","S is for Salt#TF77",-16,1750,"Diamond 3"
1684468132,"Friday, May 19, 2023 3:48 AM","nzvbe#NA1",18,1385,"Platinum 2"
1684468957,"Friday, May 19, 2023 4:02 AM","ayK#min",0,1550,"Diamond 1"
1684470371,"Friday, May 19, 2023 4:26 AM","nzvbe#NA1",-17,1368,"Platinum 2"
1684471058,"Friday, May 19, 2023 4:37 AM","S is for Salt#TF77",16,1766,"Diamond 3"
1684471058,"Friday, May 19, 2023 4:37 AM","ayK#min",24,1574,"Diamond 1"
1684473333,"Friday, May 19, 2023 5:15 AM","S is for Salt#TF77",-16,1750,"Diamond 3"
1684473333,"Friday, May 19, 2023 5:15 AM","M is for Mid#Smex",-18,1806,"Ascendant 1"
1684473333,"Friday, May 19, 2023 5:15 AM","ayK#min",-10,1564,"Diamond 1"
1684475519,"Friday, May 19, 2023 5:51 AM","S is for Salt#TF77",-18,1732,"Diamond 3"
1684475519,"Friday, May 19, 2023 5:51 AM","M is for Mid#Smex",-22,1800,"Ascendant 1"
1684475519,"Friday, May 19, 2023 5:51 AM","ayK#min",-13,1551,"Diamond 1"
1684476248,"Friday, May 19, 2023 6:04 AM","S is for Salt#TF77",-19,1713,"Diamond 3"
1684476248,"Friday, May 19, 2023 6:04 AM","M is for Mid#Smex",-18,1782,"Diamond 3"
1684476248,"Friday, May 19, 2023 6:04 AM","ayK#min",-11,1540,"Diamond 1"
1684478530,"Friday, May 19, 2023 6:42 AM","M is for Mid#Smex",-18,1764,"Diamond 3"
1684478530,"Friday, May 19, 2023 6:42 AM","ayK#min",-9,1531,"Diamond 1"
1684480603,"Friday, May 19, 2023 7:16 AM","M is for Mid#Smex",-15,1749,"Diamond 3"
1684480603,"Friday, May 19, 2023 7:16 AM","ayK#min",-10,1521,"Diamond 1"
1684518520,"Friday, May 19, 2023 5:48 PM","S is for Salt#TF77",-20,1700,"Diamond 3"
1684527869,"Friday, May 19, 2023 8:24 PM","S is for Salt#TF77",-23,1677,"Diamond 2"
1684542772,"Saturday, May 20, 2023 12:32 AM","pickle#169",-16,1615,"Diamond 2"
1684544760,"Saturday, May 20, 2023 1:06 AM","pickle#169",19,1634,"Diamond 2"
1684545682,"Saturday, May 20, 2023 1:21 AM","rin#jane",21,910,"Gold 1"
1684546965,"Saturday, May 20, 2023 1:42 AM","S is for Salt#TF77",-18,1659,"Diamond 2"
1684546965,"Saturday, May 20, 2023 1:42 AM","pickle#169",-16,1618,"Diamond 2"
1684549996,"Saturday, May 20, 2023 2:33 AM","rin#jane",14,924,"Gold 1"
1684578169,"Saturday, May 20, 2023 10:22 AM","S is for Salt#TF77",0,1659,"Diamond 2"
1684629072,"Sunday, May 21, 2023 12:31 AM","Phyzzl#2702",-25,1808,"Ascendant 1"
1684631783,"Sunday, May 21, 2023 1:16 AM","rin#jane",17,941,"Gold 1"
1684631783,"Sunday, May 21, 2023 1:16 AM","ninicoco1#NA1",25,1091,"Gold 2"
1684631537,"Sunday, May 21, 2023 1:12 AM","nzvbe#NA1",15,1383,"Platinum 2"
1684632158,"Sunday, May 21, 2023 1:22 AM","Phyzzl#2702",18,1826,"Ascendant 1"
1684633832,"Sunday, May 21, 2023 1:50 AM","rin#jane",30,971,"Gold 1"
1684633832,"Sunday, May 21, 2023 1:50 AM","ninicoco1#NA1",25,1116,"Gold 3"
1684633118,"Sunday, May 21, 2023 1:38 AM","haruhiism#crstn",-20,1812,"Ascendant 1"
1684633631,"Sunday, May 21, 2023 1:47 AM","nzvbe#NA1",-19,1364,"Platinum 2"
1684636861,"Sunday, May 21, 2023 2:41 AM","nzvbe#NA1",28,1392,"Platinum 2"
1684636431,"Sunday, May 21, 2023 2:33 AM","rin#jane",-14,957,"Gold 1"
1684636431,"Sunday, May 21, 2023 2:33 AM","ninicoco1#NA1",-15,1101,"Gold 3"
1684638627,"Sunday, May 21, 2023 3:10 AM","nzvbe#NA1",17,1410,"Platinum 3"
1684675993,"Sunday, May 21, 2023 1:33 PM","ninicoco1#NA1",14,1115,"Gold 3"
1684678667,"Sunday, May 21, 2023 2:17 PM","ninicoco1#NA1",17,1132,"Gold 3"
1684684490,"Sunday, May 21, 2023 3:54 PM","ninicoco1#NA1",18,1150,"Gold 3"
1684686477,"Sunday, May 21, 2023 4:27 PM","ninicoco1#NA1",17,1167,"Gold 3"
1684690619,"Sunday, May 21, 2023 5:36 PM","ninicoco1#NA1",-19,1148,"Gold 3"
1684703751,"Sunday, May 21, 2023 9:15 PM","ninicoco1#NA1",-16,1132,"Gold 3"
1684707060,"Sunday, May 21, 2023 10:11 PM","Tigerfire77#SifS",15,1225,"Platinum 1"
1684707060,"Sunday, May 21, 2023 10:11 PM","ninicoco1#NA1",17,1149,"Gold 3"
1684707060,"Sunday, May 21, 2023 10:11 PM","Basil#007",24,1115,"Gold 3"
1684729562,"Monday, May 22, 2023 4:26 AM","Basil#007",10,1125,"Gold 3"
1684719935,"Monday, May 22, 2023 1:45 AM","nzvbe#NA1",-15,1400,"Platinum 3"
1684726600,"Monday, May 22, 2023 3:36 AM","rin#jane",26,983,"Gold 1"
1684729562,"Monday, May 22, 2023 4:26 AM","rin#jane",14,997,"Gold 1"
1684739004,"Monday, May 22, 2023 7:03 AM","nzvbe#NA1",-21,1379,"Platinum 2"
1684739933,"Monday, May 22, 2023 7:18 AM","S is for Salt#TF77",-20,1639,"Diamond 2"
1684741460,"Monday, May 22, 2023 7:44 AM","nzvbe#NA1",18,1397,"Platinum 2"
1684742445,"Monday, May 22, 2023 8:00 AM","S is for Salt#TF77",17,1656,"Diamond 2"
1684763475,"Monday, May 22, 2023 1:51 PM","Da Real Baman#buce",24,1024,"Gold 2"
1684765233,"Monday, May 22, 2023 2:20 PM","Da Real Baman#buce",23,1047,"Gold 2"
1684767400,"Monday, May 22, 2023 2:56 PM","Da Real Baman#buce",-15,1032,"Gold 2"
1684774971,"Monday, May 22, 2023 5:02 PM","Da Real Baman#buce",20,1052,"Gold 2"
1684774971,"Monday, May 22, 2023 5:02 PM","nzvbe#NA1",14,1411,"Platinum 3"
1684777093,"Monday, May 22, 2023 5:38 PM","S is for Salt#TF77",-21,1635,"Diamond 2"
1684779115,"Monday, May 22, 2023 6:11 PM","S is for Salt#TF77",-14,1621,"Diamond 2"
1684779577,"Monday, May 22, 2023 6:19 PM","Da Real Baman#buce",21,1073,"Gold 2"
1684779577,"Monday, May 22, 2023 6:19 PM","nzvbe#NA1",14,1425,"Platinum 3"
1684780993,"Monday, May 22, 2023 6:43 PM","S is for Salt#TF77",23,1644,"Diamond 2"
1684783048,"Monday, May 22, 2023 7:17 PM","S is for Salt#TF77",-17,1627,"Diamond 2"
1684787715,"Monday, May 22, 2023 8:35 PM","S is for Salt#TF77",22,1649,"Diamond 2"
1684790057,"Monday, May 22, 2023 9:14 PM","S is for Salt#TF77",20,1669,"Diamond 2"
1684790392,"Monday, May 22, 2023 9:19 PM","nzvbe#NA1",17,1442,"Platinum 3"
1684796874,"Monday, May 22, 2023 11:07 PM","ninicoco1#NA1",-17,1132,"Gold 3"
1684799040,"Monday, May 22, 2023 11:44 PM","nzvbe#NA1",-17,1425,"Platinum 3"
1684800384,"Tuesday, May 23, 2023 12:06 AM","Raison163#NA1",-18,1380,"Platinum 2"
1684800384,"Tuesday, May 23, 2023 12:06 AM","ninicoco1#NA1",-10,1122,"Gold 3"
1684800857,"Tuesday, May 23, 2023 12:14 AM","nzvbe#NA1",18,1443,"Platinum 3"
1684803834,"Tuesday, May 23, 2023 1:03 AM","rin#jane",-23,974,"Gold 1"
1684803420,"Tuesday, May 23, 2023 12:57 AM","Raison163#NA1",12,1392,"Platinum 2"
1684803420,"Tuesday, May 23, 2023 12:57 AM","ninicoco1#NA1",18,1140,"Gold 3"
1684804443,"Tuesday, May 23, 2023 1:14 AM","pickle#169",-14,1604,"Diamond 2"
1684807261,"Tuesday, May 23, 2023 2:01 AM","rin#jane",21,995,"Gold 1"
1684806887,"Tuesday, May 23, 2023 1:54 AM","Raison163#NA1",21,1413,"Platinum 3"
1684806887,"Tuesday, May 23, 2023 1:54 AM","ninicoco1#NA1",19,1159,"Gold 3"
1684809717,"Tuesday, May 23, 2023 2:41 AM","rin#jane",-17,978,"Gold 1"
1684845641,"Tuesday, May 23, 2023 12:40 PM","S is for Salt#TF77",17,1686,"Diamond 2"
1684853040,"Tuesday, May 23, 2023 2:44 PM","S is for Salt#TF77",20,1710,"Diamond 3"
1684855278,"Tuesday, May 23, 2023 3:21 PM","S is for Salt#TF77",18,1728,"Diamond 3"
1684869521,"Tuesday, May 23, 2023 7:18 PM","S is for Salt#TF77",18,1746,"Diamond 3"
1684872062,"Tuesday, May 23, 2023 8:01 PM","S is for Salt#TF77",21,1767,"Diamond 3"
1684857727,"Tuesday, May 23, 2023 4:02 PM","Da Real Baman#buce",-19,1054,"Gold 2"
1684860074,"Tuesday, May 23, 2023 4:41 PM","Da Real Baman#buce",-15,1039,"Gold 2"
1684872062,"Tuesday, May 23, 2023 8:01 PM","pickle#169",25,1629,"Diamond 2"
1684873774,"Tuesday, May 23, 2023 8:29 PM","S is for Salt#TF77",-22,1745,"Diamond 3"
1684873774,"Tuesday, May 23, 2023 8:29 PM","pickle#169",-18,1611,"Diamond 2"
1684633832,"Sunday, May 21, 2023 1:50 AM","ryanC#5577",27,1510,"Diamond 1"
1684779115,"Monday, May 22, 2023 6:11 PM","ryanC#5577",-21,1500,"Diamond 1"
1684780993,"Monday, May 22, 2023 6:43 PM","ryanC#5577",18,1518,"Diamond 1"
1684783048,"Monday, May 22, 2023 7:17 PM","ryanC#5577",-23,1500,"Diamond 1"
1684790057,"Monday, May 22, 2023 9:14 PM","ryanC#5577",21,1521,"Diamond 1"
1684855278,"Tuesday, May 23, 2023 3:21 PM","ryanC#5577",12,1533,"Diamond 1"
1684872062,"Tuesday, May 23, 2023 8:01 PM","ryanC#5577",18,1551,"Diamond 1"
1684873774,"Tuesday, May 23, 2023 8:29 PM","ryanC#5577",-17,1534,"Diamond 1"
1684886307,"Tuesday, May 23, 2023 11:58 PM","S is for Salt#TF77",22,1767,"Diamond 3"
1684885250,"Tuesday, May 23, 2023 11:40 PM","Phyzzl#2702",-15,1811,"Ascendant 1"
1684883097,"Tuesday, May 23, 2023 11:04 PM","pickle#169",26,1637,"Diamond 2"
1684885250,"Tuesday, May 23, 2023 11:40 PM","pickle#169",-18,1619,"Diamond 2"
1684880833,"Tuesday, May 23, 2023 10:27 PM","ryanC#5577",-13,1521,"Diamond 1"
1684887603,"Wednesday, May 24, 2023 12:20 AM","Phyzzl#2702",15,1826,"Ascendant 1"
1684887603,"Wednesday, May 24, 2023 12:20 AM","pickle#169",20,1639,"Diamond 2"
1684888496,"Wednesday, May 24, 2023 12:34 AM","S is for Salt#TF77",17,1784,"Diamond 3"
1684891808,"Wednesday, May 24, 2023 1:30 AM","ninicoco1#NA1",27,1186,"Gold 3"
1684894258,"Wednesday, May 24, 2023 2:10 AM","rin#jane",16,994,"Gold 1"
1684897086,"Wednesday, May 24, 2023 2:58 AM","rin#jane",-20,974,"Gold 1"
1684898429,"Wednesday, May 24, 2023 3:20 AM","nzvbe#NA1",-20,1423,"Platinum 3"
1684904579,"Wednesday, May 24, 2023 5:02 AM","Mamba0#NA1",21,921,"Gold 1"
1684930521,"Wednesday, May 24, 2023 12:15 PM","finx80#6969",17,1855,"Ascendant 1"
1684932675,"Wednesday, May 24, 2023 12:51 PM","finx80#6969",20,1875,"Ascendant 1"
1684935052,"Wednesday, May 24, 2023 1:30 PM","finx80#6969",-17,1858,"Ascendant 1"
1684937124,"Wednesday, May 24, 2023 2:05 PM","Da Real Baman#buce",-18,1021,"Gold 2"
1684937354,"Wednesday, May 24, 2023 2:09 PM","finx80#6969",-19,1839,"Ascendant 1"
1684938160,"Wednesday, May 24, 2023 2:22 PM","Da Real Baman#buce",17,1038,"Gold 2"
1684941129,"Wednesday, May 24, 2023 3:12 PM","Da Real Baman#buce",13,1051,"Gold 2"
1684950301,"Wednesday, May 24, 2023 5:45 PM","pickle#169",-19,1620,"Diamond 2"
1684951607,"Wednesday, May 24, 2023 6:06 PM","ninicoco1#NA1",-27,1159,"Gold 3"
1684951896,"Wednesday, May 24, 2023 6:11 PM","pickle#169",-20,1600,"Diamond 2"
1684951607,"Wednesday, May 24, 2023 6:06 PM","Mamba0#NA1",-12,909,"Gold 1"
1684953827,"Wednesday, May 24, 2023 6:43 PM","ninicoco1#NA1",-15,1144,"Gold 3"
1684954750,"Wednesday, May 24, 2023 6:59 PM","pickle#169",-14,1586,"Diamond 1"
1684953827,"Wednesday, May 24, 2023 6:43 PM","Mamba0#NA1",-16,900,"Gold 1"
1684954750,"Wednesday, May 24, 2023 6:59 PM","ryanC#5577",-17,1504,"Diamond 1"
1684954750,"Wednesday, May 24, 2023 6:59 PM","S is for Salt#TF77",-19,1765,"Diamond 3"
1684957705,"Wednesday, May 24, 2023 7:48 PM","S is for Salt#TF77",21,1786,"Diamond 3"
1684957705,"Wednesday, May 24, 2023 7:48 PM","pickle#169",21,1610,"Diamond 2"
1684957705,"Wednesday, May 24, 2023 7:48 PM","ryanC#5577",19,1523,"Diamond 1"
1684957164,"Wednesday, May 24, 2023 7:39 PM","ninicoco1#NA1",0,1144,"Gold 3"
1684957164,"Wednesday, May 24, 2023 7:39 PM","Basil#007",1,1126,"Gold 3"
1684960353,"Wednesday, May 24, 2023 8:32 PM","Basil#007",-29,1100,"Gold 3"
1684964541,"Wednesday, May 24, 2023 9:42 PM","Basil#007",18,1118,"Gold 3"
1684964541,"Wednesday, May 24, 2023 9:42 PM","Da Real Baman#buce",24,1075,"Gold 2"
1684966698,"Wednesday, May 24, 2023 10:18 PM","Basil#007",27,1145,"Gold 3"
1684967240,"Wednesday, May 24, 2023 10:27 PM","Tigerfire77#SifS",-11,1214,"Platinum 1"
1684968799,"Wednesday, May 24, 2023 10:53 PM","Basil#007",10,1155,"Gold 3"
1684971796,"Wednesday, May 24, 2023 11:43 PM","Basil#007",-18,1137,"Gold 3"
1684982078,"Thursday, May 25, 2023 2:34 AM","Tigerfire77#SifS",-23,1200,"Platinum 1"
1684983859,"Thursday, May 25, 2023 3:04 AM","Tigerfire77#SifS",15,1215,"Platinum 1"
1685003689,"Thursday, May 25, 2023 8:34 AM","S is for Salt#TF77",-17,1769,"Diamond 3"
1685006280,"Thursday, May 25, 2023 9:18 AM","S is for Salt#TF77",18,1787,"Diamond 3"
1685006280,"Thursday, May 25, 2023 9:18 AM","finx80#6969",20,1859,"Ascendant 1"
1685008350,"Thursday, May 25, 2023 9:52 AM","S is for Salt#TF77",14,1810,"Ascendant 1"
1685008350,"Thursday, May 25, 2023 9:52 AM","finx80#6969",20,1879,"Ascendant 1"
1685017871,"Thursday, May 25, 2023 12:31 PM","Basil#007",-18,1119,"Gold 3"
1685020121,"Thursday, May 25, 2023 1:08 PM","Basil#007",18,1137,"Gold 3"
1685021618,"Thursday, May 25, 2023 1:33 PM","Basil#007",20,1157,"Gold 3"
1685022633,"Thursday, May 25, 2023 1:50 PM","Tigerfire77#SifS",-9,1206,"Platinum 1"
1685023757,"Thursday, May 25, 2023 2:09 PM","Basil#007",-17,1140,"Gold 3"
1685033316,"Thursday, May 25, 2023 4:48 PM","Basil#007",-24,1116,"Gold 3"
1685035369,"Thursday, May 25, 2023 5:22 PM","Basil#007",-21,1100,"Gold 3"
1685037750,"Thursday, May 25, 2023 6:02 PM","Basil#007",-23,1077,"Gold 2"
1685040284,"Thursday, May 25, 2023 6:44 PM","Basil#007",12,1089,"Gold 2"
1685043246,"Thursday, May 25, 2023 7:34 PM","Raison163#NA1",20,1433,"Platinum 3"
1685043246,"Thursday, May 25, 2023 7:34 PM","ryanC#5577",15,1538,"Diamond 1"
1685047771,"Thursday, May 25, 2023 8:49 PM","rin#jane",-41,933,"Gold 1"
1685053939,"Thursday, May 25, 2023 10:32 PM","Tigerfire77#SifS",17,1223,"Platinum 1"
1685056540,"Thursday, May 25, 2023 11:15 PM","Tigerfire77#SifS",27,1250,"Platinum 1"
1685059980,"Friday, May 26, 2023 12:13 AM","nzvbe#NA1",26,1449,"Platinum 3"
1685062004,"Friday, May 26, 2023 12:46 AM","nzvbe#NA1",-21,1428,"Platinum 3"
1685063869,"Friday, May 26, 2023 1:17 AM","nzvbe#NA1",-20,1408,"Platinum 3"
1685063753,"Friday, May 26, 2023 1:15 AM","pickle#169",-15,1600,"Diamond 2"
1685067286,"Friday, May 26, 2023 2:14 AM","Raison163#NA1",16,1449,"Platinum 3"
1685067306,"Friday, May 26, 2023 2:15 AM","pickle#169",23,1623,"Diamond 2"
1685067286,"Friday, May 26, 2023 2:14 AM","ryanC#5577",21,1559,"Diamond 1"
1685070335,"Friday, May 26, 2023 3:05 AM","Tigerfire77#SifS",-17,1233,"Platinum 1"
1685070335,"Friday, May 26, 2023 3:05 AM","ninicoco1#NA1",-14,1130,"Gold 3"
1685086646,"Friday, May 26, 2023 7:37 AM","finx80#6969",17,1896,"Ascendant 1"
1685088937,"Friday, May 26, 2023 8:15 AM","finx80#6969",18,1914,"Ascendant 2"
1685107037,"Friday, May 26, 2023 1:17 PM","finx80#6969",17,1931,"Ascendant 2"
1685109475,"Friday, May 26, 2023 1:57 PM","finx80#6969",-19,1912,"Ascendant 2"
1685110972,"Friday, May 26, 2023 2:22 PM","finx80#6969",20,1932,"Ascendant 2"
1685115539,"Friday, May 26, 2023 3:38 PM","Tigerfire77#SifS",27,1260,"Platinum 1"
1685116842,"Friday, May 26, 2023 4:00 PM","Basil#007",-22,1067,"Gold 2"
1685117597,"Friday, May 26, 2023 4:13 PM","Tigerfire77#SifS",-22,1238,"Platinum 1"
1685119098,"Friday, May 26, 2023 4:38 PM","Basil#007",18,1085,"Gold 2"
1685121887,"Friday, May 26, 2023 5:24 PM","Basil#007",15,1110,"Gold 3"
1685124189,"Friday, May 26, 2023 6:03 PM","Basil#007",19,1129,"Gold 3"
1685127100,"Friday, May 26, 2023 6:51 PM","Basil#007",15,1144,"Gold 3"
1685138506,"Friday, May 26, 2023 10:01 PM","ninicoco1#NA1",28,1158,"Gold 3"
1685141158,"Friday, May 26, 2023 10:45 PM","ninicoco1#NA1",17,1175,"Gold 3"
1685144161,"Friday, May 26, 2023 11:36 PM","ninicoco1#NA1",-24,1151,"Gold 3"
1685144950,"Friday, May 26, 2023 11:49 PM","haruhiism#crstn",-19,1800,"Ascendant 1"
1685147520,"Saturday, May 27, 2023 12:31 AM","Basil#007",14,1158,"Gold 3"
1685146802,"Saturday, May 27, 2023 12:20 AM","ninicoco1#NA1",-25,1126,"Gold 3"
1685146802,"Saturday, May 27, 2023 12:20 AM","Mamba0#NA1",-14,886,"Silver 3"
1685148966,"Saturday, May 27, 2023 12:56 AM","Da Real Baman#buce",15,1090,"Gold 2"
1685149917,"Saturday, May 27, 2023 1:11 AM","Basil#007",15,1173,"Gold 3"
1685149857,"Saturday, May 27, 2023 1:10 AM","nzvbe#NA1",-13,1400,"Platinum 3"
1685150296,"Saturday, May 27, 2023 1:18 AM","ninicoco1#NA1",-12,1114,"Gold 3"
1685150296,"Saturday, May 27, 2023 1:18 AM","Mamba0#NA1",-20,866,"Silver 3"
1685151154,"Saturday, May 27, 2023 1:32 AM","Da Real Baman#buce",-13,1077,"Gold 2"
1685153288,"Saturday, May 27, 2023 2:08 AM","Phyzzl#2702",20,1846,"Ascendant 1"
1685152732,"Saturday, May 27, 2023 1:58 AM","Basil#007",16,1189,"Gold 3"
1685152334,"Saturday, May 27, 2023 1:52 AM","nzvbe#NA1",-13,1387,"Platinum 2"
1685154203,"Saturday, May 27, 2023 2:23 AM","Da Real Baman#buce",-13,1064,"Gold 2"
1685158193,"Saturday, May 27, 2023 3:29 AM","Basil#007",19,1210,"Platinum 1"
1685161900,"Saturday, May 27, 2023 4:31 AM","Phyzzl#2702",-23,1823,"Ascendant 1"
1685163899,"Saturday, May 27, 2023 5:04 AM","Phyzzl#2702",-21,1802,"Ascendant 1"
1685203156,"Saturday, May 27, 2023 3:59 PM","Raison163#NA1",-19,1430,"Platinum 3"
1685205175,"Saturday, May 27, 2023 4:32 PM","Raison163#NA1",-26,1404,"Platinum 3"
1685209799,"Saturday, May 27, 2023 5:49 PM","Raison163#NA1",-26,1400,"Platinum 3"
1685229404,"Saturday, May 27, 2023 11:16 PM","ayK#min",-13,1508,"Diamond 1"
1685230523,"Saturday, May 27, 2023 11:35 PM","nzvbe#NA1",-23,1364,"Platinum 2"
1685231861,"Saturday, May 27, 2023 11:57 PM","ayK#min",23,1531,"Diamond 1"
1685232908,"Sunday, May 28, 2023 12:15 AM","nzvbe#NA1",-18,1346,"Platinum 2"
1685234191,"Sunday, May 28, 2023 12:36 AM","ayK#min",-12,1519,"Diamond 1"
1685237893,"Sunday, May 28, 2023 1:38 AM","ayK#min",-16,1503,"Diamond 1"
1685239099,"Sunday, May 28, 2023 1:58 AM","ayK#min",-14,1500,"Diamond 1"
1685254202,"Sunday, May 28, 2023 6:10 AM","rin#jane",22,955,"Gold 1"
1685254801,"Sunday, May 28, 2023 6:20 AM","nzvbe#NA1",-18,1328,"Platinum 2"
1685256284,"Sunday, May 28, 2023 6:44 AM","rin#jane",-20,935,"Gold 1"
1685258607,"Sunday, May 28, 2023 7:23 AM","rin#jane",-22,913,"Gold 1"
1685292301,"Sunday, May 28, 2023 4:45 PM","nzvbe#NA1",23,1351,"Platinum 2"
1685294482,"Sunday, May 28, 2023 5:21 PM","nzvbe#NA1",17,1368,"Platinum 2"
1685297017,"Sunday, May 28, 2023 6:03 PM","nzvbe#NA1",23,1391,"Platinum 2"
1685304529,"Sunday, May 28, 2023 8:08 PM","haruhiism#crstn",21,1821,"Ascendant 1"
1685299009,"Sunday, May 28, 2023 6:36 PM","nzvbe#NA1",-18,1373,"Platinum 2"
1685301790,"Sunday, May 28, 2023 7:23 PM","nzvbe#NA1",19,1392,"Platinum 2"
1685304148,"Sunday, May 28, 2023 8:02 PM","nzvbe#NA1",15,1410,"Platinum 3"
1685307018,"Sunday, May 28, 2023 8:50 PM","Raison163#NA1",22,1422,"Platinum 3"
1685310261,"Sunday, May 28, 2023 9:44 PM","Raison163#NA1",29,1451,"Platinum 3"
1685313666,"Sunday, May 28, 2023 10:41 PM","Phyzzl#2702",-14,1800,"Ascendant 1"
1685313666,"Sunday, May 28, 2023 10:41 PM","Basil#007",-18,1200,"Platinum 1"
1685316446,"Sunday, May 28, 2023 11:27 PM","Basil#007",21,1221,"Platinum 1"
1685316446,"Sunday, May 28, 2023 11:27 PM","Phyzzl#2702",16,1816,"Ascendant 1"
1685328004,"Monday, May 29, 2023 2:40 AM","pickle#169",-14,1609,"Diamond 2"
1685313666,"Sunday, May 28, 2023 10:41 PM","Raison163#NA1",-15,1436,"Platinum 3"
1685316446,"Sunday, May 28, 2023 11:27 PM","Raison163#NA1",17,1453,"Platinum 3"
1685364278,"Monday, May 29, 2023 12:44 PM","Raison163#NA1",24,1477,"Platinum 3"
1685368385,"Monday, May 29, 2023 1:53 PM","Da Real Baman#buce",12,1076,"Gold 2"
1685370881,"Monday, May 29, 2023 2:34 PM","Da Real Baman#buce",-24,1052,"Gold 2"
1685372605,"Monday, May 29, 2023 3:03 PM","Da Real Baman#buce",-13,1039,"Gold 2"
1685379010,"Monday, May 29, 2023 4:50 PM","Raison163#NA1",13,1490,"Platinum 3"
1685379010,"Monday, May 29, 2023 4:50 PM","Phyzzl#2702",9,1825,"Ascendant 1"
1685379010,"Monday, May 29, 2023 4:50 PM","pickle#169",14,1623,"Diamond 2"
1685381684,"Monday, May 29, 2023 5:34 PM","nzvbe#NA1",17,1427,"Platinum 3"
1685384139,"Monday, May 29, 2023 6:15 PM","nzvbe#NA1",-25,1402,"Platinum 3"
1685395833,"Monday, May 29, 2023 9:30 PM","nzvbe#NA1",18,1420,"Platinum 3"
1685396675,"Monday, May 29, 2023 9:44 PM","Raison163#NA1",20,1510,"Diamond 1"
1685396675,"Monday, May 29, 2023 9:44 PM","ryanC#5577",22,1581,"Diamond 1"
1685399159,"Monday, May 29, 2023 10:25 PM","Tigerfire77#SifS",22,1260,"Platinum 1"
1685399159,"Monday, May 29, 2023 10:25 PM","Raison163#NA1",26,1536,"Diamond 1"
1685399159,"Monday, May 29, 2023 10:25 PM","Basil#007",28,1249,"Platinum 1"
1685399159,"Monday, May 29, 2023 10:25 PM","ryanC#5577",28,1610,"Diamond 2"
1685401882,"Monday, May 29, 2023 11:11 PM","Tigerfire77#SifS",-24,1236,"Platinum 1"
1685401882,"Monday, May 29, 2023 11:11 PM","Basil#007",-23,1226,"Platinum 1"
1685404164,"Monday, May 29, 2023 11:49 PM","Tigerfire77#SifS",-20,1216,"Platinum 1"
1685404164,"Monday, May 29, 2023 11:49 PM","Basil#007",-20,1206,"Platinum 1"
1685404491,"Monday, May 29, 2023 11:54 PM","haruhiism#crstn",16,1837,"Ascendant 1"
1685405265,"Tuesday, May 30, 2023 12:07 AM","nzvbe#NA1",-17,1403,"Platinum 3"
1685406141,"Tuesday, May 30, 2023 12:22 AM","Tigerfire77#SifS",-11,1205,"Platinum 1"
1685406141,"Tuesday, May 30, 2023 12:22 AM","Basil#007",-17,1200,"Platinum 1"
1685407168,"Tuesday, May 30, 2023 12:39 AM","Raison163#NA1",-22,1514,"Diamond 1"
1685407168,"Tuesday, May 30, 2023 12:39 AM","pickle#169",-17,1606,"Diamond 2"
1685407168,"Tuesday, May 30, 2023 12:39 AM","ryanC#5577",-18,1600,"Diamond 2"
1685409889,"Tuesday, May 30, 2023 1:24 AM","pickle#169",-19,1600,"Diamond 2"
1685410069,"Tuesday, May 30, 2023 1:27 AM","Basil#007",14,1214,"Platinum 1"
1685410458,"Tuesday, May 30, 2023 1:34 AM","nzvbe#NA1",20,1423,"Platinum 3"
1685412329,"Tuesday, May 30, 2023 2:05 AM","Tigerfire77#SifS",-22,1200,"Platinum 1"
