timeraw,date,player,change,elo,rank
1681506969,"Friday, April 14, 2023 11:16 PM","S is for Salt#TF77",-18,1909,"Ascendant 2"
1681506969,"Friday, April 14, 2023 11:16 PM","finx80#6969",-17,2114,"Immortal 1"
1681509427,"Friday, April 14, 2023 11:57 PM","S is for Salt#TF77",-19,1900,"Ascendant 2"
1681509427,"Friday, April 14, 2023 11:57 PM","finx80#6969",-23,2100,"Immortal 1"
1681518916,"Saturday, April 15, 2023 2:35 AM","rin#jane",-13,760,"Silver 2"
1681521423,"Saturday, April 15, 2023 3:17 AM","rin#jane",-24,736,"Silver 2"
1681523391,"Saturday, April 15, 2023 3:49 AM","Raison163#NA1",13,1323,"Platinum 2"
1681523391,"Saturday, April 15, 2023 3:49 AM","ninicoco1#NA1",36,979,"Gold 1"
1681526011,"Saturday, April 15, 2023 4:33 AM","Raison163#NA1",-17,1306,"Platinum 2"
1681526011,"Saturday, April 15, 2023 4:33 AM","ninicoco1#NA1",-20,959,"Gold 1"
1681537023,"Saturday, April 15, 2023 7:37 AM","Phyzzl#2702",-17,1483,"Platinum 3"
1681539066,"Saturday, April 15, 2023 8:11 AM","Phyzzl#2702",-27,1456,"Platinum 3"
1681541140,"Saturday, April 15, 2023 8:45 AM","Phyzzl#2702",-18,1438,"Platinum 3"
1681554512,"Saturday, April 15, 2023 12:28 PM","finx80#6969",17,2117,"Immortal 1"
1681589578,"Saturday, April 15, 2023 10:12 PM","S is for Salt#TF77",17,1917,"Ascendant 2"
1681595865,"Saturday, April 15, 2023 11:57 PM","Basil#007",-10,1090,"Gold 2"
1681595865,"Saturday, April 15, 2023 11:57 PM","Raison163#NA1",-20,1300,"Platinum 2"
1681599084,"Sunday, April 16, 2023 12:51 AM","Raison163#NA1",20,1320,"Platinum 2"
1681599084,"Sunday, April 16, 2023 12:51 AM","Basil#007",17,1110,"Gold 3"
1681614947,"Sunday, April 16, 2023 5:15 AM","rin#jane",-7,729,"Silver 2"
1681622341,"Sunday, April 16, 2023 7:19 AM","Phyzzl#2702",27,1465,"Platinum 3"
1681624695,"Sunday, April 16, 2023 7:58 AM","Phyzzl#2702",15,1480,"Platinum 3"
1681628019,"Sunday, April 16, 2023 8:53 AM","Phyzzl#2702",20,1510,"Diamond 1"
1681630474,"Sunday, April 16, 2023 9:34 AM","Phyzzl#2702",18,1528,"Diamond 1"
1681642245,"Sunday, April 16, 2023 12:50 PM","finx80#6969",19,2136,"Immortal 1"
1681690437,"Monday, April 17, 2023 12:13 AM","Phyzzl#2702",17,1545,"Diamond 1"
1681693040,"Monday, April 17, 2023 12:57 AM","Phyzzl#2702",20,1565,"Diamond 1"
1681693145,"Monday, April 17, 2023 12:59 AM","ninicoco1#NA1",0,959,"Gold 1"
1681694582,"Monday, April 17, 2023 1:23 AM","Phyzzl#2702",21,1586,"Diamond 1"
1681697055,"Monday, April 17, 2023 2:04 AM","Phyzzl#2702",-21,1565,"Diamond 1"
1681699351,"Monday, April 17, 2023 2:42 AM","Phyzzl#2702",16,1581,"Diamond 1"
1681701759,"Monday, April 17, 2023 3:22 AM","Phyzzl#2702",15,1596,"Diamond 1"
1681704728,"Monday, April 17, 2023 4:12 AM","Phyzzl#2702",22,1618,"Diamond 2"
1681706586,"Monday, April 17, 2023 4:43 AM","Phyzzl#2702",20,1638,"Diamond 2"
1681708342,"Monday, April 17, 2023 5:12 AM","Phyzzl#2702",20,1658,"Diamond 2"
1681710182,"Monday, April 17, 2023 5:43 AM","Phyzzl#2702",-18,1640,"Diamond 2"
1681741150,"Monday, April 17, 2023 2:19 PM","finx80#6969",-20,2116,"Immortal 1"
1681754249,"Monday, April 17, 2023 5:57 PM","S is for Salt#TF77",16,1933,"Ascendant 2"
1681754249,"Monday, April 17, 2023 5:57 PM","finx80#6969",17,2133,"Immortal 1"
1681757010,"Monday, April 17, 2023 6:43 PM","S is for Salt#TF77",-18,1915,"Ascendant 2"
1681757010,"Monday, April 17, 2023 6:43 PM","finx80#6969",-20,2113,"Immortal 1"
1681781751,"Tuesday, April 18, 2023 1:35 AM","Baman#0000",-22,945,"Gold 1"
1681785681,"Tuesday, April 18, 2023 2:41 AM","Raison163#NA1",-21,1300,"Platinum 2"
1681785681,"Tuesday, April 18, 2023 2:41 AM","Basil#007",-20,1100,"Gold 3"
1681799641,"Tuesday, April 18, 2023 6:34 AM","finx80#6969",17,2130,"Immortal 1"
1681857857,"Tuesday, April 18, 2023 10:44 PM","S is for Salt#TF77",-22,1900,"Ascendant 2"
1681859569,"Tuesday, April 18, 2023 11:12 PM","S is for Salt#TF77",17,1917,"Ascendant 2"
1681866570,"Wednesday, April 19, 2023 1:09 AM","Phyzzl#2702",-20,1620,"Diamond 2"
1681869360,"Wednesday, April 19, 2023 1:56 AM","Phyzzl#2702",21,1641,"Diamond 2"
1681871199,"Wednesday, April 19, 2023 2:26 AM","Phyzzl#2702",13,1654,"Diamond 2"
1681875420,"Wednesday, April 19, 2023 3:36 AM","S is for Salt#TF77",22,1939,"Ascendant 2"
1681874875,"Wednesday, April 19, 2023 3:27 AM","Phyzzl#2702",-18,1636,"Diamond 2"
1681875420,"Wednesday, April 19, 2023 3:36 AM","Ouress#NA2",19,1756,"Diamond 3"
1681877612,"Wednesday, April 19, 2023 4:13 AM","S is for Salt#TF77",-18,1921,"Ascendant 2"
1681877865,"Wednesday, April 19, 2023 4:17 AM","Phyzzl#2702",22,1658,"Diamond 2"
1681877612,"Wednesday, April 19, 2023 4:13 AM","Ouress#NA2",-14,1742,"Diamond 3"
1681880159,"Wednesday, April 19, 2023 4:55 AM","Phyzzl#2702",18,1676,"Diamond 2"
1681881860,"Wednesday, April 19, 2023 5:24 AM","Phyzzl#2702",15,1691,"Diamond 2"
1681884102,"Wednesday, April 19, 2023 6:01 AM","Tigerfire77#SifS",-19,1207,"Platinum 1"
1681884711,"Wednesday, April 19, 2023 6:11 AM","Phyzzl#2702",-23,1668,"Diamond 2"
1681885341,"Wednesday, April 19, 2023 6:22 AM","Basil#007",12,1112,"Gold 3"
1681886725,"Wednesday, April 19, 2023 6:45 AM","Tigerfire77#SifS",-18,1200,"Platinum 1"
1681888190,"Wednesday, April 19, 2023 7:09 AM","Phyzzl#2702",16,1684,"Diamond 2"
1681887759,"Wednesday, April 19, 2023 7:02 AM","Basil#007",-23,1100,"Gold 3"
1681889661,"Wednesday, April 19, 2023 7:34 AM","Basil#007",-28,1072,"Gold 2"
1681890510,"Wednesday, April 19, 2023 7:48 AM","Phyzzl#2702",-19,1665,"Diamond 2"
1681920983,"Wednesday, April 19, 2023 4:16 PM","S is for Salt#TF77",20,1941,"Ascendant 2"
1681922476,"Wednesday, April 19, 2023 4:41 PM","S is for Salt#TF77",-21,1920,"Ascendant 2"
1681924980,"Wednesday, April 19, 2023 5:22 PM","S is for Salt#TF77",-21,1900,"Ascendant 2"
1681928907,"Wednesday, April 19, 2023 6:28 PM","S is for Salt#TF77",-20,1880,"Ascendant 1"
1681928907,"Wednesday, April 19, 2023 6:28 PM","finx80#6969",-22,2108,"Immortal 1"
1681930951,"Wednesday, April 19, 2023 7:02 PM","S is for Salt#TF77",16,1896,"Ascendant 1"
1681948486,"Wednesday, April 19, 2023 11:54 PM","S is for Salt#TF77",17,1913,"Ascendant 2"
1681951364,"Thursday, April 20, 2023 12:42 AM","S is for Salt#TF77",16,1929,"Ascendant 2"
1681951504,"Thursday, April 20, 2023 12:45 AM","ninicoco1#NA1",18,977,"Gold 1"
1681959707,"Thursday, April 20, 2023 3:01 AM","rin#jane",-25,704,"Silver 2"
1681960583,"Thursday, April 20, 2023 3:16 AM","Phyzzl#2702",20,1685,"Diamond 2"
1681959228,"Thursday, April 20, 2023 2:53 AM","ninicoco1#NA1",16,993,"Gold 1"
1681959228,"Thursday, April 20, 2023 2:53 AM","Basil#007",10,1082,"Gold 2"
1681962159,"Thursday, April 20, 2023 3:42 AM","Phyzzl#2702",18,1710,"Diamond 3"
1681961839,"Thursday, April 20, 2023 3:37 AM","Basil#007",-12,1070,"Gold 2"
1681961774,"Thursday, April 20, 2023 3:36 AM","S is for Salt#TF77",14,1943,"Ascendant 2"
1681964645,"Thursday, April 20, 2023 4:24 AM","Phyzzl#2702",25,1735,"Diamond 3"
1681967056,"Thursday, April 20, 2023 5:04 AM","Phyzzl#2702",22,1757,"Diamond 3"
1681969035,"Thursday, April 20, 2023 5:37 AM","Phyzzl#2702",16,1773,"Diamond 3"
1681970926,"Thursday, April 20, 2023 6:08 AM","S is for Salt#TF77",21,1964,"Ascendant 2"
1681972719,"Thursday, April 20, 2023 6:38 AM","S is for Salt#TF77",-19,1945,"Ascendant 2"
1681972719,"Thursday, April 20, 2023 6:38 AM","Phyzzl#2702",-20,1753,"Diamond 3"
1682014050,"Thursday, April 20, 2023 6:07 PM","S is for Salt#TF77",-19,1926,"Ascendant 2"
1682053018,"Friday, April 21, 2023 4:56 AM","Basil#007",-9,1061,"Gold 2"
1682055196,"Friday, April 21, 2023 5:33 AM","rin#jane",25,729,"Silver 2"
1682055540,"Friday, April 21, 2023 5:39 AM","Basil#007",-23,1038,"Gold 2"
1682057014,"Friday, April 21, 2023 6:03 AM","Basil#007",-22,1016,"Gold 2"
1682059325,"Friday, April 21, 2023 6:42 AM","rin#jane",-9,720,"Silver 2"
1682063334,"Friday, April 21, 2023 7:48 AM","finx80#6969",-21,2100,"Immortal 1"
1682077093,"Friday, April 21, 2023 11:38 AM","S is for Salt#TF77",-19,1907,"Ascendant 2"
1682077093,"Friday, April 21, 2023 11:38 AM","finx80#6969",-19,2081,"Ascendant 3"
1682079070,"Friday, April 21, 2023 12:11 PM","S is for Salt#TF77",15,1922,"Ascendant 2"
1682079070,"Friday, April 21, 2023 12:11 PM","finx80#6969",17,2098,"Ascendant 3"
1682081747,"Friday, April 21, 2023 12:55 PM","S is for Salt#TF77",-20,1902,"Ascendant 2"
1682081747,"Friday, April 21, 2023 12:55 PM","finx80#6969",-22,2076,"Ascendant 3"
1682091443,"Friday, April 21, 2023 3:37 PM","pickle#169",15,1583,"Diamond 1"
1682094777,"Friday, April 21, 2023 4:32 PM","Raison163#NA1",-14,1286,"Platinum 1"
1682094777,"Friday, April 21, 2023 4:32 PM","Basil#007",-23,1000,"Gold 2"
1682094777,"Friday, April 21, 2023 4:32 PM","pickle#169",-17,1566,"Diamond 1"
1682097104,"Friday, April 21, 2023 5:11 PM","Basil#007",13,1013,"Gold 2"
1682100047,"Friday, April 21, 2023 6:00 PM","Raison163#NA1",18,1310,"Platinum 2"
1682099343,"Friday, April 21, 2023 5:49 PM","Basil#007",-15,1000,"Gold 2"
1682109768,"Friday, April 21, 2023 8:42 PM","S is for Salt#TF77",-17,1900,"Ascendant 2"
1682128442,"Saturday, April 22, 2023 1:54 AM","Ouress#NA2",28,1770,"Diamond 3"
1682131797,"Saturday, April 22, 2023 2:49 AM","Phyzzl#2702",17,1770,"Diamond 3"
1682131797,"Saturday, April 22, 2023 2:49 AM","Ouress#NA2",20,1790,"Diamond 3"
1682133832,"Saturday, April 22, 2023 3:23 AM","ninicoco1#NA1",-25,968,"Gold 1"
1682138604,"Saturday, April 22, 2023 4:43 AM","finx80#6969",-16,2060,"Ascendant 3"
1682142732,"Saturday, April 22, 2023 5:52 AM","finx80#6969",18,2078,"Ascendant 3"
1682144755,"Saturday, April 22, 2023 6:25 AM","finx80#6969",-18,2060,"Ascendant 3"
1682147542,"Saturday, April 22, 2023 7:12 AM","S is for Salt#TF77",-21,1879,"Ascendant 1"
1682147542,"Saturday, April 22, 2023 7:12 AM","Ouress#NA2",-18,1772,"Diamond 3"
1682150172,"Saturday, April 22, 2023 7:56 AM","Ouress#NA2",-16,1756,"Diamond 3"
1682157703,"Saturday, April 22, 2023 10:01 AM","finx80#6969",-19,2041,"Ascendant 3"
1682160215,"Saturday, April 22, 2023 10:43 AM","finx80#6969",16,2057,"Ascendant 3"
1682174532,"Saturday, April 22, 2023 2:42 PM","Raison163#NA1",22,1332,"Platinum 2"
1682174532,"Saturday, April 22, 2023 2:42 PM","ninicoco1#NA1",18,986,"Gold 1"
1682176547,"Saturday, April 22, 2023 3:15 PM","ninicoco1#NA1",14,1010,"Gold 2"
1682181071,"Saturday, April 22, 2023 4:31 PM","S is for Salt#TF77",15,1894,"Ascendant 1"
1682181071,"Saturday, April 22, 2023 4:31 PM","finx80#6969",17,2074,"Ascendant 3"
1682190605,"Saturday, April 22, 2023 7:10 PM","Raison163#NA1",18,1350,"Platinum 2"
1682190605,"Saturday, April 22, 2023 7:10 PM","Basil#007",10,1010,"Gold 2"
1682194323,"Saturday, April 22, 2023 8:12 PM","Raison163#NA1",16,1366,"Platinum 2"
1682194323,"Saturday, April 22, 2023 8:12 PM","Basil#007",21,1031,"Gold 2"
1682195587,"Saturday, April 22, 2023 8:33 PM","Raison163#NA1",-23,1343,"Platinum 2"
1682195587,"Saturday, April 22, 2023 8:33 PM","Basil#007",-21,1010,"Gold 2"
1682197284,"Saturday, April 22, 2023 9:01 PM","Raison163#NA1",14,1357,"Platinum 2"
1682197284,"Saturday, April 22, 2023 9:01 PM","Basil#007",22,1032,"Gold 2"
1682202173,"Saturday, April 22, 2023 10:22 PM","S is for Salt#TF77",-18,1876,"Ascendant 1"
1682202173,"Saturday, April 22, 2023 10:22 PM","finx80#6969",-20,2054,"Ascendant 3"
1682204255,"Saturday, April 22, 2023 10:57 PM","S is for Salt#TF77",20,1896,"Ascendant 1"
1682204255,"Saturday, April 22, 2023 10:57 PM","finx80#6969",19,2073,"Ascendant 3"
1682209029,"Sunday, April 23, 2023 12:17 AM","S is for Salt#TF77",-15,1881,"Ascendant 1"
1682209029,"Sunday, April 23, 2023 12:17 AM","Raison163#NA1",-10,1347,"Platinum 2"
1682209029,"Sunday, April 23, 2023 12:17 AM","pickle#169",-12,1554,"Diamond 1"
1682221604,"Sunday, April 23, 2023 3:46 AM","Phyzzl#2702",-21,1749,"Diamond 3"
1682223293,"Sunday, April 23, 2023 4:14 AM","Phyzzl#2702",-18,1731,"Diamond 3"
1682226933,"Sunday, April 23, 2023 5:15 AM","Phyzzl#2702",-20,1711,"Diamond 3"
1682228798,"Sunday, April 23, 2023 5:46 AM","Phyzzl#2702",21,1732,"Diamond 3"
1682230963,"Sunday, April 23, 2023 6:22 AM","Phyzzl#2702",-17,1715,"Diamond 3"
1682246252,"Sunday, April 23, 2023 10:37 AM","finx80#6969",-19,2054,"Ascendant 3"
1682248243,"Sunday, April 23, 2023 11:10 AM","finx80#6969",-19,2035,"Ascendant 3"
1682278257,"Sunday, April 23, 2023 7:30 PM","Tigerfire77#SifS",11,1211,"Platinum 1"
1682278257,"Sunday, April 23, 2023 7:30 PM","Basil#007",11,1043,"Gold 2"
1682282150,"Sunday, April 23, 2023 8:35 PM","S is for Salt#TF77",-16,1865,"Ascendant 1"
1682282150,"Sunday, April 23, 2023 8:35 PM","finx80#6969",-20,2015,"Ascendant 3"
1682284119,"Sunday, April 23, 2023 9:08 PM","S is for Salt#TF77",-17,1848,"Ascendant 1"
1682284119,"Sunday, April 23, 2023 9:08 PM","finx80#6969",-18,2000,"Ascendant 3"
1682287811,"Sunday, April 23, 2023 10:10 PM","rin#jane",10,730,"Silver 2"
1682291652,"Sunday, April 23, 2023 11:14 PM","rin#jane",17,747,"Silver 2"
1682294181,"Sunday, April 23, 2023 11:56 PM","Phyzzl#2702",-23,1700,"Diamond 3"
1682297483,"Monday, April 24, 2023 12:51 AM","Ouress#NA2",25,1781,"Diamond 3"
1682297483,"Monday, April 24, 2023 12:51 AM","pickle#169",33,1587,"Diamond 1"
1682299262,"Monday, April 24, 2023 1:21 AM","Ouress#NA2",-18,1763,"Diamond 3"
1682299262,"Monday, April 24, 2023 1:21 AM","pickle#169",-17,1570,"Diamond 1"
1682305925,"Monday, April 24, 2023 3:12 AM","rin#jane",-18,729,"Silver 2"
1682307175,"Monday, April 24, 2023 3:32 AM","Phyzzl#2702",18,1718,"Diamond 3"
1682309193,"Monday, April 24, 2023 4:06 AM","Phyzzl#2702",-17,1701,"Diamond 3"
1682311463,"Monday, April 24, 2023 4:44 AM","Phyzzl#2702",-22,1700,"Diamond 3"
1682390769,"Tuesday, April 25, 2023 2:46 AM","Ouress#NA2",17,1780,"Diamond 3"
1682390769,"Tuesday, April 25, 2023 2:46 AM","pickle#169",20,1590,"Diamond 1"
1682393349,"Tuesday, April 25, 2023 3:29 AM","Ouress#NA2",20,1810,"Ascendant 1"
1682393349,"Tuesday, April 25, 2023 3:29 AM","pickle#169",15,1610,"Diamond 2"
1682447204,"Tuesday, April 25, 2023 6:26 PM","S is for Salt#TF77",-18,1830,"Ascendant 1"
1682447204,"Tuesday, April 25, 2023 6:26 PM","finx80#6969",-18,1982,"Ascendant 2"
1682448134,"Tuesday, April 25, 2023 6:42 PM","Raison163#NA1",20,1367,"Platinum 2"
1682448134,"Tuesday, April 25, 2023 6:42 PM","ninicoco1#NA1",19,1029,"Gold 2"
1682449388,"Tuesday, April 25, 2023 7:03 PM","S is for Salt#TF77",-14,1816,"Ascendant 1"
1682449388,"Tuesday, April 25, 2023 7:03 PM","finx80#6969",-16,1966,"Ascendant 2"
1682450882,"Tuesday, April 25, 2023 7:28 PM","Raison163#NA1",-20,1347,"Platinum 2"
1682450882,"Tuesday, April 25, 2023 7:28 PM","ninicoco1#NA1",-15,1014,"Gold 2"
1682454750,"Tuesday, April 25, 2023 8:32 PM","Basil#007",-30,1013,"Gold 2"
1682456287,"Tuesday, April 25, 2023 8:58 PM","Raison163#NA1",-16,1331,"Platinum 2"
1682459312,"Tuesday, April 25, 2023 9:48 PM","S is for Salt#TF77",17,1833,"Ascendant 1"
1682459312,"Tuesday, April 25, 2023 9:48 PM","finx80#6969",21,1987,"Ascendant 2"
1682459533,"Tuesday, April 25, 2023 9:52 PM","Raison163#NA1",17,1348,"Platinum 2"
1682469235,"Wednesday, April 26, 2023 12:33 AM","Raison163#NA1",16,1364,"Platinum 2"
1682480541,"Wednesday, April 26, 2023 3:42 AM","Tigerfire77#SifS",-10,1201,"Platinum 1"
1682271985,"Sunday, April 23, 2023 5:46 PM","haruhiism#crstn",14,1791,"Diamond 3"
1682274797,"Sunday, April 23, 2023 6:33 PM","haruhiism#crstn",14,1810,"Ascendant 1"
1682277094,"Sunday, April 23, 2023 7:11 PM","haruhiism#crstn",11,1821,"Ascendant 1"
1682293823,"Sunday, April 23, 2023 11:50 PM","haruhiism#crstn",13,1834,"Ascendant 1"
1682302736,"Monday, April 24, 2023 2:18 AM","haruhiism#crstn",18,1852,"Ascendant 1"
1682305234,"Monday, April 24, 2023 3:00 AM","haruhiism#crstn",-22,1830,"Ascendant 1"
1682365135,"Monday, April 24, 2023 7:38 PM","haruhiism#crstn",23,1853,"Ascendant 1"
1682385026,"Tuesday, April 25, 2023 1:10 AM","haruhiism#crstn",12,1865,"Ascendant 1"
1682461348,"Tuesday, April 25, 2023 10:22 PM","haruhiism#crstn",-14,1851,"Ascendant 1"
1682464321,"Tuesday, April 25, 2023 11:12 PM","haruhiism#crstn",11,1862,"Ascendant 1"
1682482128,"Wednesday, April 26, 2023 4:08 AM","haruhiism#crstn",20,1882,"Ascendant 1"
1682484037,"Wednesday, April 26, 2023 4:40 AM","haruhiism#crstn",19,1910,"Ascendant 2"
1682515139,"Wednesday, April 26, 2023 1:18 PM","finx80#6969",-17,1970,"Ascendant 2"
1682523213,"Wednesday, April 26, 2023 3:33 PM","Raison163#NA1",17,1381,"Platinum 2"
1682523213,"Wednesday, April 26, 2023 3:33 PM","ninicoco1#NA1",22,1036,"Gold 2"
1682526187,"Wednesday, April 26, 2023 4:23 PM","Raison163#NA1",-17,1364,"Platinum 2"
1682526187,"Wednesday, April 26, 2023 4:23 PM","ninicoco1#NA1",-15,1021,"Gold 2"
1682528300,"Wednesday, April 26, 2023 4:58 PM","Raison163#NA1",-22,1342,"Platinum 2"
1682528300,"Wednesday, April 26, 2023 4:58 PM","ninicoco1#NA1",-17,1004,"Gold 2"
1682531660,"Wednesday, April 26, 2023 5:54 PM","Tigerfire77#SifS",-18,1200,"Platinum 1"
1682531660,"Wednesday, April 26, 2023 5:54 PM","Raison163#NA1",-15,1327,"Platinum 2"
1682536969,"Wednesday, April 26, 2023 7:22 PM","Raison163#NA1",-19,1308,"Platinum 2"
1682544639,"Wednesday, April 26, 2023 9:30 PM","S is for Salt#TF77",17,1850,"Ascendant 1"
1682553397,"Wednesday, April 26, 2023 11:56 PM","haruhiism#crstn",-25,1900,"Ascendant 2"
1682554934,"Thursday, April 27, 2023 12:22 AM","finx80#6969",-17,1953,"Ascendant 2"
1682555137,"Thursday, April 27, 2023 12:25 AM","haruhiism#crstn",-17,1883,"Ascendant 1"
1682557014,"Thursday, April 27, 2023 12:56 AM","S is for Salt#TF77",-17,1833,"Ascendant 1"
1682557014,"Thursday, April 27, 2023 12:56 AM","finx80#6969",-19,1934,"Ascendant 2"
1682557720,"Thursday, April 27, 2023 1:08 AM","Phyzzl#2702",-15,1685,"Diamond 2"
1682557720,"Thursday, April 27, 2023 1:08 AM","pickle#169",-17,1600,"Diamond 2"
1682562350,"Thursday, April 27, 2023 2:25 AM","Phyzzl#2702",23,1710,"Diamond 3"
1682562350,"Thursday, April 27, 2023 2:25 AM","Ouress#NA2",24,1834,"Ascendant 1"
1682564439,"Thursday, April 27, 2023 3:00 AM","rin#jane",22,751,"Silver 2"
1682564361,"Thursday, April 27, 2023 2:59 AM","Phyzzl#2702",-21,1700,"Diamond 3"
1682566486,"Thursday, April 27, 2023 3:34 AM","Phyzzl#2702",-23,1677,"Diamond 2"
1682570991,"Thursday, April 27, 2023 4:49 AM","Phyzzl#2702",-17,1660,"Diamond 2"
1682573984,"Thursday, April 27, 2023 5:39 AM","Phyzzl#2702",18,1678,"Diamond 2"
1682616321,"Thursday, April 27, 2023 5:25 PM","S is for Salt#TF77",-19,1814,"Ascendant 1"
1682618055,"Thursday, April 27, 2023 5:54 PM","S is for Salt#TF77",-19,1800,"Ascendant 1"
1682616321,"Thursday, April 27, 2023 5:25 PM","finx80#6969",-20,1914,"Ascendant 2"
1682618055,"Thursday, April 27, 2023 5:54 PM","finx80#6969",-19,1900,"Ascendant 2"
1682642959,"Friday, April 28, 2023 12:49 AM","haruhiism#crstn",13,1896,"Ascendant 1"
1682647031,"Friday, April 28, 2023 1:57 AM","rin#jane",18,769,"Silver 2"
1682652567,"Friday, April 28, 2023 3:29 AM","Phyzzl#2702",15,1693,"Diamond 2"
1682655093,"Friday, April 28, 2023 4:11 AM","Phyzzl#2702",21,1714,"Diamond 3"
1682657433,"Friday, April 28, 2023 4:50 AM","Phyzzl#2702",22,1736,"Diamond 3"
1682659101,"Friday, April 28, 2023 5:18 AM","Phyzzl#2702",18,1754,"Diamond 3"
1682661709,"Friday, April 28, 2023 6:01 AM","Phyzzl#2702",15,1769,"Diamond 3"
1682664119,"Friday, April 28, 2023 6:41 AM","Phyzzl#2702",17,1786,"Diamond 3"
1682666244,"Friday, April 28, 2023 7:17 AM","Phyzzl#2702",16,1810,"Ascendant 1"
1682689322,"Friday, April 28, 2023 1:42 PM","finx80#6969",-20,1880,"Ascendant 1"
1681875420,"Wednesday, April 19, 2023 3:36 AM","M is for Mid#Smex",21,1847,"Ascendant 1"
1681877612,"Wednesday, April 19, 2023 4:13 AM","M is for Mid#Smex",-20,1827,"Ascendant 1"
1681930951,"Wednesday, April 19, 2023 7:02 PM","M is for Mid#Smex",17,1844,"Ascendant 1"
1681948486,"Wednesday, April 19, 2023 11:54 PM","M is for Mid#Smex",18,1862,"Ascendant 1"
1681951364,"Thursday, April 20, 2023 12:42 AM","M is for Mid#Smex",18,1880,"Ascendant 1"
1681970926,"Thursday, April 20, 2023 6:08 AM","M is for Mid#Smex",20,1897,"Ascendant 1"
1681972719,"Thursday, April 20, 2023 6:38 AM","M is for Mid#Smex",-21,1876,"Ascendant 1"
1682147542,"Saturday, April 22, 2023 7:12 AM","M is for Mid#Smex",-18,1858,"Ascendant 1"
1682150172,"Saturday, April 22, 2023 7:56 AM","M is for Mid#Smex",-20,1838,"Ascendant 1"
1682209029,"Sunday, April 23, 2023 12:17 AM","M is for Mid#Smex",-14,1824,"Ascendant 1"
1682742272,"Saturday, April 29, 2023 4:24 AM","Phyzzl#2702",13,1823,"Ascendant 1"
1682744779,"Saturday, April 29, 2023 5:06 AM","Phyzzl#2702",-18,1805,"Ascendant 1"
1682790965,"Saturday, April 29, 2023 5:56 PM","haruhiism#crstn",-20,1876,"Ascendant 1"
1682808742,"Saturday, April 29, 2023 10:52 PM","S is for Salt#TF77",19,1819,"Ascendant 1"
1682808742,"Saturday, April 29, 2023 10:52 PM","finx80#6969",15,1895,"Ascendant 1"
1682808742,"Saturday, April 29, 2023 10:52 PM","Ouress#NA2",14,1848,"Ascendant 1"
1682808742,"Saturday, April 29, 2023 10:52 PM","pickle#169",17,1617,"Diamond 2"
1682885736,"Sunday, April 30, 2023 8:15 PM","Raison163#NA1",14,1322,"Platinum 2"
1682885736,"Sunday, April 30, 2023 8:15 PM","ninicoco1#NA1",21,1025,"Gold 2"
1682888144,"Sunday, April 30, 2023 8:55 PM","Raison163#NA1",-12,1310,"Platinum 2"
1682888144,"Sunday, April 30, 2023 8:55 PM","ninicoco1#NA1",-11,1014,"Gold 2"
1682891047,"Sunday, April 30, 2023 9:44 PM","Raison163#NA1",-17,1300,"Platinum 2"
1682891047,"Sunday, April 30, 2023 9:44 PM","ninicoco1#NA1",-18,1000,"Gold 2"
1682899472,"Monday, May 1, 2023 12:04 AM","Raison163#NA1",18,1318,"Platinum 2"
1682901865,"Monday, May 1, 2023 12:44 AM","Tigerfire77#SifS",-19,1181,"Gold 3"
1682901865,"Monday, May 1, 2023 12:44 AM","Raison163#NA1",-20,1300,"Platinum 2"
1682901865,"Monday, May 1, 2023 12:44 AM","ninicoco1#NA1",-18,982,"Gold 1"
1682946709,"Monday, May 1, 2023 1:11 PM","Raison163#NA1",18,1318,"Platinum 2"
1682946709,"Monday, May 1, 2023 1:11 PM","ninicoco1#NA1",23,1010,"Gold 2"
1682949110,"Monday, May 1, 2023 1:51 PM","Raison163#NA1",21,1339,"Platinum 2"
1682949110,"Monday, May 1, 2023 1:51 PM","ninicoco1#NA1",18,1028,"Gold 2"
1682949110,"Monday, May 1, 2023 1:51 PM","Basil#007",26,1039,"Gold 2"
1682951180,"Monday, May 1, 2023 2:26 PM","ninicoco1#NA1",20,1048,"Gold 2"
1682951180,"Monday, May 1, 2023 2:26 PM","Basil#007",18,1057,"Gold 2"
1682954284,"Monday, May 1, 2023 3:18 PM","ninicoco1#NA1",14,1062,"Gold 2"
1682954284,"Monday, May 1, 2023 3:18 PM","Basil#007",20,1077,"Gold 2"
1682952762,"Monday, May 1, 2023 2:52 PM","haruhiism#crstn",16,1892,"Ascendant 1"
1682956039,"Monday, May 1, 2023 3:47 PM","ninicoco1#NA1",-18,1044,"Gold 2"
1682956039,"Monday, May 1, 2023 3:47 PM","Basil#007",-14,1063,"Gold 2"
1682959466,"Monday, May 1, 2023 4:44 PM","ninicoco1#NA1",24,1068,"Gold 2"
1682959466,"Monday, May 1, 2023 4:44 PM","Basil#007",19,1082,"Gold 2"
1682963723,"Monday, May 1, 2023 5:55 PM","haruhiism#crstn",16,1910,"Ascendant 2"
1682963922,"Monday, May 1, 2023 5:58 PM","ninicoco1#NA1",17,1085,"Gold 2"
1682963922,"Monday, May 1, 2023 5:58 PM","Basil#007",11,1093,"Gold 2"
1682638700,"Thursday, April 27, 2023 11:38 PM","nzvbe#NA1",18,1464,"Platinum 3"
1682643045,"Friday, April 28, 2023 12:50 AM","nzvbe#NA1",19,1483,"Platinum 3"
